UnderwrittenCoverID,PolicyID,TransactionMonth,IsVATRegistered,Citizenship,LegalType,Title,Language,Bank,AccountType,MaritalStatus,Gender,Country,Province,PostalCode,MainCrestaZone,SubCrestaZone,ItemType,Mmcode,VehicleType,RegistrationYear,Make,Model,Cylinders,Cubiccapacity,Kilowatts,Bodytype,NumberOfDoors,VehicleIntroDate,CustomValueEstimate,AlarmImmobiliser,TrackingDevice,CapitalOutstanding,NewVehicle,WrittenOff,Rebuilt,Converted,CrossBorder,NumberOfVehiclesInFleet,SumInsured,TermFrequency,CalculatedPremiumPerTerm,ExcessSelected,CoverCategory,CoverType,CoverGroup,Section,Product,StatutoryClass,StatutoryRiskType,TotalPremium,TotalClaims
585,3779,2014-04-06 06:16:49,True,Other,Close Corporation,Mrs,Afrikaans,Absa,Savings,Single,Female,South Africa,Eastern Cape,6773,Zone A,Sub Zone 2,Vehicle,43642,Passenger,2014,Volkswagen,Polo,5,2994,174,SUV,2,2006-09-02 01:13:18,77749.79328833186,True,False,151406.41089220662,False,False,False,False,False,1,470657.62402723765,Monthly,1348.6537217073824,2794.8980922509927,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,540.558560311637,21792.37889261398
586,1924,2015-01-15 14:44:31,False,Other,Close Corporation,Ms,Afrikaans,FNB,Current,Divorced,Female,South Africa,Gauteng,3568,Zone A,Sub Zone 1,Vehicle,48311,Passenger,2006,BMW,Ranger,4,2093,60,Hatchback,3,2001-11-13 13:03:56,498235.60800807195,False,False,103666.1574019663,False,False,False,False,False,3,324807.13769219635,Monthly,1976.3287490079524,4428.296718171656,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1416.8217744962658,0.0
587,2581,2015-05-02 22:52:09,False,South Africa,Sole Proprietor,Dr,Zulu,Standard Bank,Current,Married,Female,South Africa,Gauteng,2885,Zone A,Sub Zone 2,Vehicle,42356,Light Commercial,2011,BMW,Polo,4,2341,76,Sedan,4,2001-09-14 18:14:34,224184.54587071156,False,False,129510.9555306845,False,False,False,False,False,1,451471.1599354164,Monthly,2335.3683491511797,2895.3744416617737,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2537.4123914714437,0.0
588,8714,2015-01-17 14:24:23,False,Other,Sole Proprietor,Ms,English,FNB,Current,Married,Male,South Africa,KwaZulu-Natal,8060,Zone B,Sub Zone 2,Vehicle,13809,Passenger,2000,Toyota,Corolla,5,1375,143,Hatchback,4,2004-06-12 20:13:48,457607.8254805855,True,False,81336.0368193317,False,False,False,False,False,2,249584.08297583731,Monthly,2405.08787227506,1135.797858195095,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3461.886272795848,0.0
589,4324,2014-06-24 03:20:42,True,South Africa,Sole Proprietor,Mr,Afrikaans,Standard Bank,Savings,Single,Female,South Africa,KwaZulu-Natal,8844,Zone A,Sub Zone 2,Vehicle,53371,Passenger,2004,Ford,Corolla,4,2112,132,Sedan,3,2001-02-15 21:40:28,182113.53729092694,True,False,106125.73781943874,False,False,False,False,False,2,318939.5059985225,Monthly,1254.104616125093,397.2972658618851,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,507.5430232528279,20069.402113448064
590,6713,2015-02-22 12:51:10,True,Other,Close Corporation,Dr,English,Absa,Savings,Divorced,Female,South Africa,Gauteng,7111,Zone A,Sub Zone 1,Vehicle,44875,Light Commercial,2009,BMW,Polo,7,2724,83,Sedan,4,2005-01-10 18:22:49,388941.1543132231,False,False,101457.15105812694,False,False,False,False,False,3,64442.53048681686,Monthly,669.2598254453126,3134.9419979548584,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2029.9167951011236,0.0
591,8026,2014-03-29 18:56:54,False,South Africa,Close Corporation,Mr,Afrikaans,Standard Bank,Current,Divorced,Female,South Africa,Gauteng,3338,Zone B,Sub Zone 1,Vehicle,19465,Passenger,2005,Ford,Corolla,7,1256,87,Hatchback,2,2005-12-31 20:04:44,148579.9773405705,False,False,141822.0725915546,True,False,False,False,False,3,261276.00452345033,Monthly,594.0486938788856,2725.2419817556956,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3271.509287111073,0.0
592,1255,2014-11-18 09:37:40,True,South Africa,Sole Proprietor,Mrs,English,Standard Bank,Current,Single,Male,South Africa,Western Cape,4758,Zone B,Sub Zone 1,Vehicle,76095,Passenger,2004,Volkswagen,Ranger,6,1216,136,Hatchback,2,2002-10-23 14:44:32,274246.1193417126,True,True,81996.26387125654,True,False,False,False,False,3,303825.5030047047,Monthly,2420.1507117314595,3358.9894828803103,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3090.618154450021,47655.21325967879
593,5804,2015-01-14 18:42:59,True,Other,Close Corporation,Mr,Zulu,Absa,Savings,Married,Female,South Africa,Western Cape,5810,Zone B,Sub Zone 1,Vehicle,83844,Passenger,2003,BMW,3 Series,6,1449,114,Sedan,3,2012-12-12 03:25:42,421077.08268310083,True,True,19953.42452442801,False,False,False,False,False,3,57549.97141949524,Monthly,1463.5972929531144,2296.982895686685,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,569.4085842632643,22419.323748134902
594,2838,2015-07-28 02:50:21,False,Other,Sole Proprietor,Mr,English,FNB,Savings,Single,Male,South Africa,Gauteng,7791,Zone A,Sub Zone 2,Vehicle,75250,Light Commercial,2013,Toyota,Corolla,6,1893,180,Sedan,4,2010-03-26 17:10:25,417350.4795027872,False,False,157741.90456272458,False,False,False,False,False,2,405270.1295706381,Monthly,834.8566570083789,4125.62923666514,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2088.6743820520555,28028.03598315804
595,1009,2015-06-20 18:35:13,False,South Africa,Close Corporation,Ms,English,Absa,Savings,Single,Female,South Africa,Eastern Cape,8171,Zone A,Sub Zone 2,Vehicle,96889,Light Commercial,2012,BMW,3 Series,7,2567,191,SUV,4,2000-03-31 23:23:58,407426.3228132035,True,False,136970.6006656415,True,False,False,False,False,2,182940.34292447247,Monthly,961.2223388031805,4600.898411193166,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,512.8613042508007,37683.030743809424
596,3871,2014-03-08 06:54:45,False,Other,Close Corporation,Mr,English,Standard Bank,Current,Single,Female,South Africa,KwaZulu-Natal,3731,Zone A,Sub Zone 2,Vehicle,25250,Passenger,2000,Toyota,Corolla,7,2164,101,Hatchback,3,2013-04-12 05:05:22,420680.4858673488,False,False,190024.6910914731,True,False,False,False,False,1,253619.1837323466,Monthly,2415.3761870078088,200.0221111181355,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2868.7248446971266,0.0
597,9989,2014-03-26 17:33:17,False,Other,Close Corporation,Dr,English,Absa,Current,Single,Female,South Africa,Gauteng,1869,Zone A,Sub Zone 2,Vehicle,56023,Light Commercial,2006,Ford,Ranger,7,2184,79,Hatchback,3,2008-01-22 21:20:37,145162.52658764567,False,True,85743.23516957257,True,False,False,False,False,3,291033.628387171,Monthly,1997.2550017269123,3720.4326808156047,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1426.6245262680372,0.0
598,8409,2014-02-08 14:23:42,True,Other,Close Corporation,Dr,English,Standard Bank,Current,Married,Male,South Africa,Eastern Cape,6166,Zone B,Sub Zone 2,Vehicle,56624,Light Commercial,2008,Toyota,Corolla,6,1031,162,Hatchback,4,2000-07-09 08:31:28,266997.3226521739,True,False,15641.131382218942,False,False,False,False,False,2,496488.71890779503,Monthly,1753.5079154089271,175.8027237342108,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2796.7719857458655,36529.155052339556
599,8418,2014-09-24 13:17:35,True,South Africa,Sole Proprietor,Mrs,Zulu,Absa,Current,Single,Male,South Africa,Gauteng,1093,Zone B,Sub Zone 2,Vehicle,26427,Light Commercial,2005,Volkswagen,Corolla,6,2847,192,Hatchback,3,2007-09-16 05:24:32,268192.1635687214,True,True,24323.797272648597,True,False,False,False,False,4,94632.8660933823,Monthly,2057.5189640613316,2225.4834343627235,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3334.3800251107155,0.0
600,6124,2014-05-07 16:19:52,False,South Africa,Close Corporation,Dr,Afrikaans,Absa,Current,Married,Male,South Africa,KwaZulu-Natal,3987,Zone A,Sub Zone 1,Vehicle,43276,Passenger,2002,Volkswagen,Polo,6,2175,191,Sedan,2,2005-08-09 01:12:24,450726.1193065606,True,True,154663.90864061558,True,False,False,False,False,1,299875.8030010241,Monthly,843.7488853935603,2308.0160838566,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3428.255162465445,0.0
601,2015,2015-06-30 16:32:09,True,Other,Sole Proprietor,Ms,English,FNB,Savings,Single,Male,South Africa,KwaZulu-Natal,9627,Zone A,Sub Zone 2,Vehicle,81643,Light Commercial,2014,Volkswagen,3 Series,6,2882,57,SUV,4,2000-01-25 21:55:42,183601.32322974296,False,False,13551.456555720388,True,False,False,False,False,1,288767.36561012117,Monthly,1297.6056072753927,3481.091987625151,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3182.3335426344183,0.0
602,3193,2015-06-26 17:31:32,False,Other,Sole Proprietor,Mrs,Zulu,Standard Bank,Current,Divorced,Male,South Africa,Western Cape,5947,Zone A,Sub Zone 2,Vehicle,89012,Passenger,2009,BMW,3 Series,6,2283,121,Hatchback,3,2007-11-23 14:28:21,469173.15202507173,False,True,181565.22898585707,False,False,False,False,False,1,81009.36302143197,Monthly,1435.1587934626805,1762.0164910047347,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1112.4303595248984,0.0
603,9415,2014-04-17 16:35:26,False,Other,Sole Proprietor,Dr,English,FNB,Savings,Married,Male,South Africa,Western Cape,7651,Zone A,Sub Zone 2,Vehicle,13439,Passenger,2013,Volkswagen,Ranger,6,2751,196,Sedan,3,2003-03-27 03:34:03,252858.08133774457,False,False,56330.02225903707,True,False,False,False,False,4,335272.26208780607,Monthly,1286.244423449472,4104.506691591093,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1083.8005097839907,29565.26376803387
604,8449,2014-02-17 22:56:35,True,South Africa,Close Corporation,Ms,English,Standard Bank,Savings,Divorced,Female,South Africa,Western Cape,7979,Zone B,Sub Zone 1,Vehicle,95848,Light Commercial,2003,Volkswagen,Ranger,7,2302,81,Sedan,3,2007-03-14 00:28:44,351404.15142983844,True,False,179775.80811586496,False,False,False,False,False,4,179084.49525221478,Monthly,2661.0407803373405,1714.320289729312,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2377.341298658683,0.0
605,5158,2015-08-21 16:31:23,False,South Africa,Sole Proprietor,Dr,Afrikaans,Absa,Current,Single,Male,South Africa,Western Cape,7794,Zone B,Sub Zone 2,Vehicle,97331,Passenger,2009,BMW,3 Series,5,2308,144,Sedan,4,2013-11-11 17:30:32,170997.40052570048,True,False,154701.36976018923,True,False,False,False,False,4,96695.58477407931,Monthly,1953.5528616315432,1712.5894417074371,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2132.1610467439273,0.0
606,4925,2014-05-24 22:14:50,True,Other,Sole Proprietor,Dr,English,Standard Bank,Savings,Single,Female,South Africa,KwaZulu-Natal,7524,Zone A,Sub Zone 2,Vehicle,88672,Light Commercial,2004,Ford,Polo,5,1609,90,Sedan,2,2006-09-08 13:16:07,234634.14807408827,False,True,174240.207258338,True,False,False,False,False,2,130388.86891330371,Monthly,2323.303518709734,1113.803338293235,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,528.6038234040466,0.0
607,7970,2014-09-16 13:18:00,True,Other,Sole Proprietor,Mr,Zulu,FNB,Current,Single,Male,South Africa,Eastern Cape,4144,Zone B,Sub Zone 1,Vehicle,89703,Light Commercial,2014,Volkswagen,Polo,6,1916,124,Sedan,2,2008-12-21 22:04:30,369410.4194311132,False,False,42807.938353993144,False,False,False,True,False,4,420621.45494692674,Monthly,1091.7652246892412,3419.344989190424,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1675.1820534539875,0.0
608,7938,2014-04-28 07:34:22,True,Other,Close Corporation,Dr,Zulu,FNB,Savings,Married,Male,South Africa,Eastern Cape,4587,Zone A,Sub Zone 2,Vehicle,27300,Passenger,2011,Volkswagen,3 Series,5,1541,94,Hatchback,4,2007-06-13 20:36:59,280736.2138329542,True,True,119138.69916271364,True,False,False,False,False,1,96856.14309682725,Monthly,1160.1850932393759,382.93613708529904,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3220.073016551526,0.0
609,5784,2015-07-03 13:42:33,True,Other,Close Corporation,Dr,Afrikaans,FNB,Current,Divorced,Male,South Africa,Eastern Cape,1076,Zone A,Sub Zone 1,Vehicle,70289,Passenger,2011,BMW,Corolla,5,2625,62,Hatchback,3,2008-12-21 02:40:36,468818.6052597502,False,False,18717.826414484516,True,False,False,False,False,3,260117.3247081461,Monthly,1063.3399576953657,1815.2754294238377,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3195.077056759586,0.0
610,5000,2014-03-01 20:10:13,False,Other,Sole Proprietor,Ms,English,Standard Bank,Current,Married,Female,South Africa,Gauteng,9959,Zone B,Sub Zone 1,Vehicle,27182,Light Commercial,2000,Ford,3 Series,7,1147,68,SUV,4,2005-11-20 09:05:59,381706.23465386487,True,False,40456.15350787519,True,False,False,False,False,1,137872.90453064954,Monthly,2219.948944113894,1334.4537307478138,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1111.7206522881047,0.0
611,2633,2015-08-08 14:36:41,True,Other,Close Corporation,Ms,Zulu,FNB,Savings,Married,Male,South Africa,Western Cape,7553,Zone A,Sub Zone 2,Vehicle,80507,Light Commercial,2004,Ford,Corolla,6,1655,102,Hatchback,4,2005-04-17 20:13:36,303981.31647976994,True,False,61980.44546745369,False,False,False,False,False,1,123043.93793825542,Monthly,1372.6024892262958,1146.678175507076,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1645.8892074717824,0.0
612,8266,2014-08-27 16:54:05,False,South Africa,Sole Proprietor,Mr,English,FNB,Current,Single,Male,South Africa,Western Cape,9297,Zone B,Sub Zone 2,Vehicle,60912,Light Commercial,2000,Ford,3 Series,6,1066,186,Sedan,3,2000-06-30 15:18:57,449001.39049349364,False,False,148162.5183020046,False,False,False,False,False,2,142570.29173768265,Monthly,1512.7103310104076,304.9165858697062,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2181.0980329882477,0.0
613,9702,2014-11-24 07:54:05,False,Other,Sole Proprietor,Dr,English,FNB,Savings,Divorced,Female,South Africa,KwaZulu-Natal,7694,Zone A,Sub Zone 1,Vehicle,36909,Light Commercial,2008,BMW,Corolla,5,2968,52,SUV,4,2007-07-16 01:21:25,349500.37495493493,False,False,4942.8758776966615,False,False,True,False,False,1,271752.32053382916,Monthly,2272.8040195971525,951.9155786240358,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3058.352795276673,0.0
614,1384,2015-07-14 01:10:12,False,South Africa,Close Corporation,Mr,English,Absa,Current,Single,Female,South Africa,KwaZulu-Natal,3873,Zone B,Sub Zone 2,Vehicle,29659,Passenger,2006,Toyota,Polo,6,2892,145,Sedan,2,2006-06-16 12:26:37,341294.2130391945,False,True,180623.45657442728,True,False,False,False,False,2,157004.78950020706,Monthly,2929.4967547080137,2231.2220509935073,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2095.983317724045,43180.76915146031
615,1404,2015-04-27 10:26:33,False,Other,Sole Proprietor,Dr,Afrikaans,Absa,Current,Married,Female,South Africa,Gauteng,4346,Zone A,Sub Zone 2,Vehicle,41403,Passenger,2002,Toyota,3 Series,6,1569,185,Sedan,4,2005-01-26 22:15:00,160867.0999164323,False,False,14160.70274258434,False,False,False,False,False,2,93529.82765865215,Monthly,904.688284333295,2518.707276336783,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3404.5994373891044,0.0
616,9175,2014-11-22 21:51:21,True,Other,Close Corporation,Mrs,English,Standard Bank,Current,Single,Female,South Africa,Gauteng,8024,Zone B,Sub Zone 1,Vehicle,43586,Passenger,2008,Volkswagen,Ranger,6,2963,63,Hatchback,3,2011-07-13 20:54:27,227685.63448769492,False,False,75298.03906892543,True,False,False,False,False,3,410630.39116122585,Monthly,656.6906705870085,1347.523368948967,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2897.156413963664,0.0
617,3000,2014-09-07 09:51:30,True,South Africa,Close Corporation,Mrs,Zulu,Standard Bank,Savings,Divorced,Male,South Africa,Eastern Cape,4148,Zone A,Sub Zone 1,Vehicle,20360,Light Commercial,2001,Volkswagen,Corolla,6,2816,169,Sedan,4,2005-09-25 16:05:41,357486.6436718097,True,False,16217.925665716826,True,False,False,False,False,1,292919.6314272586,Monthly,987.1148299186523,3251.2175423328354,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3359.275618935866,0.0
618,6989,2015-04-19 04:44:41,False,South Africa,Sole Proprietor,Mr,English,FNB,Savings,Single,Female,South Africa,KwaZulu-Natal,1244,Zone A,Sub Zone 2,Vehicle,31424,Passenger,2011,Volkswagen,Polo,5,2302,180,Hatchback,2,2003-10-23 01:19:34,451306.270167421,False,True,153793.56862067475,True,True,False,False,False,3,120584.14356585748,Monthly,2337.4017124081956,1678.966688284873,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2694.47665512903,0.0
619,2460,2014-11-14 11:40:49,False,South Africa,Close Corporation,Mr,Zulu,Absa,Current,Divorced,Male,South Africa,Western Cape,3625,Zone B,Sub Zone 1,Vehicle,58791,Passenger,2006,Toyota,Ranger,4,1747,62,Sedan,4,2002-04-22 23:15:05,191996.36314021185,True,False,28262.994680551357,True,False,False,False,False,3,262143.43188447654,Monthly,986.5682276225408,1836.2291912481005,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3132.8724180875897,31584.884138100562
620,8190,2015-05-19 01:51:49,True,South Africa,Close Corporation,Mr,English,FNB,Savings,Divorced,Male,South Africa,Eastern Cape,4849,Zone A,Sub Zone 2,Vehicle,13065,Passenger,2008,BMW,Polo,5,1442,121,SUV,4,2000-07-20 09:45:42,146968.52987434313,False,False,176951.38205249154,True,False,False,False,False,1,80763.12494280945,Monthly,1960.8810065622158,3913.121670605537,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2993.0113771335486,0.0
621,8140,2015-05-18 04:36:34,False,Other,Sole Proprietor,Ms,Zulu,FNB,Current,Single,Female,South Africa,Western Cape,8737,Zone B,Sub Zone 2,Vehicle,78795,Passenger,2005,Volkswagen,Corolla,7,1896,195,Sedan,4,2002-06-11 07:20:06,317163.1904671351,False,False,106044.39731830521,True,False,False,True,False,1,311193.4386284413,Monthly,1975.7913412474552,2759.8336071245103,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1261.515445223384,0.0
622,4636,2014-09-28 12:23:24,True,South Africa,Sole Proprietor,Ms,Zulu,Absa,Savings,Married,Male,South Africa,Eastern Cape,9333,Zone B,Sub Zone 2,Vehicle,22300,Light Commercial,2009,BMW,3 Series,4,2888,131,Hatchback,4,2000-05-05 03:27:56,80238.6941462209,False,False,189694.56389107922,True,False,False,False,False,4,203137.1688190917,Monthly,1236.0577507427026,4765.874255970121,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1188.609270362806,0.0
623,5809,2015-02-28 09:02:40,False,Other,Close Corporation,Ms,English,Absa,Savings,Single,Female,South Africa,Western Cape,1892,Zone A,Sub Zone 2,Vehicle,43370,Passenger,2004,Volkswagen,Polo,4,1398,106,Sedan,3,2004-03-12 09:19:30,371543.7656525023,False,True,58072.18256163906,True,False,False,False,False,4,96587.83833357386,Monthly,671.8156996915718,1796.506006325691,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3093.1502763701947,0.0
624,5178,2014-02-27 16:24:05,True,South Africa,Close Corporation,Mr,English,Absa,Current,Married,Male,South Africa,Gauteng,6487,Zone A,Sub Zone 1,Vehicle,79831,Passenger,2011,BMW,3 Series,4,2151,56,Hatchback,2,2011-08-17 17:20:25,366412.3444793664,False,False,90863.2303756782,False,False,False,False,False,2,132639.73244077884,Monthly,1498.0012936290118,4139.2024799720175,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,754.0332125609688,0.0
625,8245,2014-11-16 08:23:09,False,Other,Sole Proprietor,Dr,Zulu,Standard Bank,Current,Married,Female,South Africa,Eastern Cape,8251,Zone A,Sub Zone 2,Vehicle,37209,Passenger,2006,BMW,3 Series,5,2360,161,Hatchback,2,2012-05-20 14:20:43,209734.71394376978,False,True,138849.3924659156,False,False,False,False,False,1,205566.21718282692,Monthly,966.963555641339,3691.6876790388246,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1725.6908140991954,43863.18352204137
626,7600,2015-04-27 02:56:43,False,Other,Close Corporation,Mrs,Afrikaans,Standard Bank,Current,Single,Female,South Africa,Western Cape,8310,Zone A,Sub Zone 1,Vehicle,30927,Passenger,2013,Toyota,Polo,7,1481,97,SUV,2,2011-09-29 04:21:08,451704.94400520576,True,True,166382.6625141921,True,False,False,False,False,2,412883.3544315093,Monthly,961.1830256663102,4450.944637209475,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2961.9733108566775,0.0
627,6997,2014-12-21 23:24:05,True,Other,Close Corporation,Mr,English,FNB,Current,Married,Female,South Africa,Western Cape,3399,Zone B,Sub Zone 2,Vehicle,44579,Light Commercial,2014,BMW,Polo,5,2744,129,Hatchback,4,2012-08-09 04:18:05,275981.5136926074,False,True,84271.41754912135,False,False,False,False,False,3,128190.06330342051,Monthly,1806.4721775718524,4783.956864615405,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2939.7179955235206,15835.521778542685
628,3048,2014-10-23 18:13:26,False,Other,Close Corporation,Ms,Afrikaans,Standard Bank,Current,Married,Female,South Africa,KwaZulu-Natal,5640,Zone A,Sub Zone 2,Vehicle,19032,Light Commercial,2014,Ford,Polo,7,1947,168,SUV,2,2008-12-07 23:38:03,340594.22781182156,False,True,178486.50766543284,False,False,False,False,False,3,99348.89967175924,Monthly,2182.802845244384,38.38259038410507,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,916.3484320408086,0.0
629,5780,2014-03-19 23:39:03,False,Other,Close Corporation,Ms,English,Absa,Savings,Single,Female,South Africa,Eastern Cape,3960,Zone A,Sub Zone 1,Vehicle,88413,Passenger,2005,Toyota,3 Series,5,1185,169,SUV,3,2001-03-21 23:25:17,144310.31687225203,False,False,23597.44166487905,False,False,False,False,False,4,282172.55290955794,Monthly,688.53763066632,441.48873933758045,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1963.1294025716281,0.0
630,1716,2014-07-02 10:44:44,True,Other,Close Corporation,Mr,English,Absa,Savings,Single,Female,South Africa,Western Cape,8325,Zone A,Sub Zone 2,Vehicle,50731,Light Commercial,2004,Volkswagen,Ranger,5,1168,109,Sedan,4,2011-09-18 09:48:02,237803.150822,False,False,141736.94376201907,True,False,False,False,False,2,301413.63379111915,Monthly,1945.803496606252,3371.694106137543,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1939.4972081753924,0.0
631,8939,2014-02-07 00:50:33,False,South Africa,Close Corporation,Mr,English,Standard Bank,Current,Single,Male,South Africa,KwaZulu-Natal,2469,Zone B,Sub Zone 1,Vehicle,63767,Light Commercial,2013,Toyota,Corolla,5,2707,82,SUV,4,2001-11-20 08:04:44,438087.89312139567,True,True,69639.79644273208,False,False,False,False,False,1,90608.59295033773,Monthly,1115.5041086211518,1950.999298483031,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1471.1643573176552,0.0
632,6565,2015-01-27 22:26:53,True,Other,Close Corporation,Ms,English,FNB,Current,Married,Male,South Africa,Western Cape,4374,Zone A,Sub Zone 1,Vehicle,82302,Light Commercial,2001,Ford,Ranger,4,2283,164,Hatchback,2,2010-01-04 22:28:47,145822.79643455427,True,True,20267.09682651939,True,False,False,False,False,1,178018.0156432859,Monthly,2183.245152549207,4095.625508713733,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3251.54343519301,0.0
633,5544,2014-07-06 06:00:43,True,South Africa,Sole Proprietor,Dr,Afrikaans,FNB,Current,Divorced,Male,South Africa,Eastern Cape,9847,Zone B,Sub Zone 2,Vehicle,59954,Light Commercial,2007,Ford,3 Series,5,2740,177,Hatchback,4,2005-11-28 20:07:33,225758.46991661098,True,True,77332.91136040077,False,False,False,False,False,4,168243.81706141433,Monthly,2525.5395905059167,59.899148330356255,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,2459.3528360171954,0.0
634,5976,2015-06-13 08:47:25,False,South Africa,Sole Proprietor,Ms,English,Standard Bank,Savings,Married,Female,South Africa,Gauteng,9234,Zone A,Sub Zone 2,Vehicle,98365,Passenger,2014,BMW,Polo,7,2987,52,SUV,4,2008-07-30 09:57:34,193134.44499265848,True,False,176043.12489711356,False,False,False,False,False,4,133799.7242575019,Monthly,2517.5340891647093,4034.887014982152,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3440.5624695331117,7469.160168753445
635,4419,2014-08-17 01:33:31,False,Other,Sole Proprietor,Ms,Zulu,FNB,Current,Divorced,Male,South Africa,Eastern Cape,8923,Zone B,Sub Zone 2,Vehicle,95757,Light Commercial,2012,Ford,Polo,7,2670,53,Sedan,2,2010-05-19 11:33:04,117999.58318915105,True,True,196106.774257728,False,False,False,False,False,2,192037.15724029418,Monthly,1424.6533956018357,676.2099915182612,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,700.2986324802764,0.0
636,8239,2014-09-15 12:12:58,False,South Africa,Sole Proprietor,Mr,Zulu,FNB,Current,Single,Female,South Africa,Eastern Cape,6122,Zone A,Sub Zone 2,Vehicle,35102,Light Commercial,2006,Ford,Corolla,7,2581,149,SUV,3,2009-10-18 22:39:11,180373.063157391,True,True,78559.97142009652,True,False,False,False,False,4,66698.8301922335,Monthly,1918.1741846938608,1451.2452198131398,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,1683.0505187327954,0.0
637,1249,2014-06-15 13:36:44,False,Other,Sole Proprietor,Dr,Afrikaans,FNB,Savings,Divorced,Male,South Africa,Western Cape,6387,Zone A,Sub Zone 1,Vehicle,44433,Passenger,2005,Ford,Corolla,4,1506,53,SUV,3,2003-02-08 01:24:06,154747.52760884754,False,True,177283.27756127503,True,True,False,False,False,4,343197.4023290653,Monthly,2484.237959593451,4845.391001303773,Comprehensive,Own Damage,Comprehensive,Motor,Car Insurance,Class A,Risk A,3005.4126862964317,0.0
